KEY;target;NON_CURRENT_ASSETS;tangible_fixed_assets;CURRENT_ASSETS;cash_other_liquid_assets;STOCKS;debtors_other_short_term;TOTAL_ASSETS;net_worth;NON_CURRENT_LIABILITIES;CURRENT_LIABILITIES;SUPPLIERS;TOTAL_LIABILITIES;OTHER_OPERATION_EXPENSES;ORDINARY_EBITDA;Non_Ordinary_Result;NET_OPERATION_RESULT;FINANCIAL_INCOMES;FINANCIAL_EXPENSES;FINANCIAL_RESULTS;BENEFITS_BEFORE_TAXES;COMPANIES_TAX;BANK_INDEBTEDNESS;GROSS_FINANCIAL_DEBT;Net_result;CLIENT_COLLECTING;REVENUES_VARIATION;Exercise_result;Income;other_operation_incomes;personnel_expenses;depreciation_provision;ROLLING_FUND
99;0;23991515;23991515;4674207;0;0;4674207;28665722;18285757;0;10379965;1082881;10379965;1256593;-2519214;0;-6528217;0;0;-6528217;-6528217;0;0;0;-6528217;822660.432;217882.2416;-6528217;2236984;12582231;3499605;4009003;-5705758
100;0;8655493;8638971;3593695;1088311;78503;718648;12249188;10908501;494896;845791;77244;1340687;2765378;7687738.93;-1964;6860046.93;58832;7738.184;6911140.746;6909176.746;605082;0.006887106;75128;6304094.746;94142.888;1258019.251;6304094.746;13556241.93;10334076;3103125;827692;2747904
101;0;189792699;167128751;120688224;13317128;5207941;0;310480923;254557644;0;55923279;55923279;55923279;50462498;160553808.5;1515314;140647672.5;0.01647;0;140647672.5;142162986.5;0;0;0;142162986.5;0;-1692695.866;142162986.5;313462197.5;231652312;102445891;19906136;64764945
102;0;3420749071;0;12101619;0;0;0;3432850690;156760292;1859007873;1417082525;5249998;3276090398;745218;10219498.8;0;10219498.8;63623823;117907206.3;-44063884.45;-44063884.45;0;101641851;1593340625;-44063884.45;0;1953259.062;-44063884.45;20647558.8;388535;9682842;0;-1404980906
103;0;415252446;304486439;273229522;60820074;1757522;1342436;688481968;567938526;76051969;44491473;43149037;120543442;73827703;327231062.8;-0.65763;325799445.8;0.05717;7529144.931;318270300.9;318270300.2;30203683;0.133908804;76051969;288066617.2;190625.912;52526227.49;288066617.2;552907657.8;452114532;151848892;1431617;228738049
104;0;1089483823;1064868587;549609504;4469746;5493383;539646375;1639093327;479147027;60304437;1099641863;26522294;1159946300;299336054;627186896.2;-4267571;570668059.2;9662022;42635.982;580287445.2;576019874.2;45052895;0.021703192;1039902;530966979.2;86343420;100872559.1;530966979.2;1301581408;1035311926;375058458;56518837;-550032359
105;0;86274579;86274579;1366774951;219267819;662823191;196471429;1453049530;1306539517;197799808;478919594.4;138510131;146510013;31680592;138009936.2;-0.06316;136385865.2;458059;791988.318;136051935.9;136051935.8;1379555;0.007423544;7999882;134672380.8;25737757.2;22439062.58;134672380.8;273313795.2;54505978;103623267;1624071;887855356.6
106;0;8937762;8931863;269649;14395;13985;2423.62;9207411;4073588;2465307;2668516;118512;5133823;1140929;3108631.7;-3544;2683863.7;0.103;237369.09;2446494.713;2442950.713;297706;0.554954993;2260658;2145244.713;256.90372;22857.83148;2145244.713;5194961.7;4015202;945401;424768;-2398867
107;0;1057.04;702.42;6387.57;27.04;5087.3;1273.23;7444.61;2200.11;1438.95;3805.55;455.29;5244.5;799.21;2899.1;47;2790.92;1.67;158.82683;2633.76317;2680.76317;0;0.74423097;1637.39;2680.76317;262.28538;4.346109;2680.76317;4829.01;4829.01;1130.7;108.18;2582.02
108;0;6528588;6410132;31556141;17555326;10096974;597527;38084729;7347116;0;30737613;30089085;30737613;16211341;61008760.77;0.27296;58946483.77;0.1659;0.04947097;58946483.89;58946484.16;118659;0.006941635;0.51001;58827825.16;64532.916;6790558.835;58827825.16;108302373.8;90978892;31082272;2062277;818528
109;0;2400508;2028054;750989;296326;15581;439082;3151497;2328356;197904;625237;82237;823141;191553;878542.56;-39563;796579.56;0;10.87665;796568.6834;757005.6834;-0.287;0.079176037;184.35;757005.9704;105818.762;110778.6388;757005.9704;1575798.56;1024119;505703;81963;125752
110;0;401270157;386896157;56973509;2547962;446136;53979411;458243666;7559974;2725;450680967;6585056;450683692;46621505;166909966.1;-854441;146452728.1;2326319;13657523.77;135121523.3;134267082.3;4887606;248318614;248318614;129379476.3;9014561.637;-3999186.131;129379476.3;283630222.1;193015458;70098751;20457238;-393707458
111;0;9013763369;9013763369;6551847663;238578427;821411429;668382935;15565611032;1370231541;1374182369;12821197122;3658723547;14195379491;786891342;1583012617;-22640239;1251584410;130195337;419978651.3;961801095.8;939160856.8;-9428086;0.291906628;3999796679;948588942.8;109614801.3;85271612.97;948588942.8;3134985771;1497160231;765081812;331428207;-6269349459
112;0;12531074;12093408;816027;588473;21992;205562;13347101;8196045;3646487;1504569;181.12;5151056;1184314;3618732.95;20052;2977197.95;0.145;306321.236;2670876.859;2690928.859;254083;0.473092083;3877484;2436845.859;24461.878;144353.6004;2436845.859;6222137.95;5185826;1419091;641535;-688542
113;0;54679342;54679342;170360148;154516229;0;0.67187;225039490;181164116;7464694;36410680;36343493;43875374;80019031;112197171.4;-35176;103414854.4;993113;50380.693;104357586.7;104322410.7;311403;0.004558922;825913;104011007.7;0.09003058;10970987.07;104011007.7;270221356.4;214437997;78005154;8782317;133949468
114;0;115669;66599;1132566;854.9;140762;91476;1248235;960663;20;287552;176107;287572;126827;1247264;18382;1194736;0.26;0;1194736.26;1213118.26;23193;0;0;1189925.26;12349.26;31334.1827;1189925.26;1750513;1750513;376422;52528;845014
115;0;19383651;1859032;169704107;102827164;60862637;6014306;189087758;45219142.64;11345149;132523466.4;88182887;143868615.4;58110955;406440154;-1956738;405796928.9;0.31814;18082.806;405778846.4;403822108.4;6217173;0.001943714;430543;397604935.4;661573.66;22844925.31;397604935.4;543926793;543926793;79375684;643225.072;37180640.64
116;0;36251;32782;3200124;-225957;2517582;908499;3236375;893394;0.003;2342980.997;577298;2342981;82065;786255;0;786255;0.498;533.232;785722.266;785722.266;0;0.007105488;6348;785722.266;174431.808;78262.1385;785722.266;1228605;1228605;360285;0;857143.003
117;0;636.88;633.86;424.96;252.52;29.59;26.13;1061.84;107.24584;78.84;875.75416;78.95;954.59416;108.35;308.62;-1.97;280.94;0.00288;3.81066;277.13222;275.16222;15.92;0.106138947;90.73;259.24222;6.29733;42.63786;259.24222;617.94;617.94;200.97;27.68;-450.79416
118;0;9133;6411;2586;1781;107;698;11719;8796;1906;1017;107;2923;1428;2720;-107;2311;17;180.595;2147.405;2040.405;624;0.216120964;1901;1416.405;110.982;323.871;1416.405;6065;6065;1917;409;1569
119;0;9533501;9355932;1759967;1524164;9731;153679;11293468;8383594;2688958;220916;67242;2909874;854317;2923879.39;4998;2572982.39;0.007;145662.932;2427319.465;2432317.465;95.2;0.234794051;1968418;2432222.265;36268.244;352144.445;2432222.265;5155848.39;4515094;1377652;350897;1539051
120;0;3266181;3219399;209680091;1787484;39885;868546;212946272;45783448.48;0;167162823.5;125547;167162823.5;1580075;2623065.12;-3177;2307349.12;0;0;2307349.12;2304172.12;354102;0;0;1950070.12;196291.396;186762.2365;1950070.12;5985969.12;5693757;1782829;315716;42517267.48
121;0;246180038;222558731;252506723;14233824;0;238272899;498686761;52958205;0;445728556;0;445728556;109080643;200323575.8;0;200323575.8;0;0;200323575.8;200323575.8;1384475;0;0;198939100.8;55755858.37;13508486.46;198939100.8;467421676.8;286478283;158017458;0;-193221833
122;0;414837;363885;3204639;529582;348485;178711;3619476;1307507;883.11;2311085.89;934437;2311969;919475;8672501;0.957;8473282;0.18;110939.484;8362342.696;8362343.653;56488;0.831844112;1087642;8305855.653;20373.054;-149447.592;8305855.653;10378305;10378305;786329;199219;893553.11
123;0;752038994;537505382;95286063;6422263;1797972;87065828;847325057;157882679;4987225231;3269537.272;3236841.9;689442378;108946586;195533182;-2142752;168813236;457973;82344664.33;86926544.67;84783792.67;142185725;686205536.1;686205536.1;-57401932.33;21156996.2;43888694.71;-57401932.33;468896311;468896311;164416543;26719946;92016525.73
124;0;3543.81;725.11;4115197;761697;190.12;15128;4118740.81;939072.9047;0;3179667.905;1937.76;3179667.905;282.75;19387.85;-53.02;19345.23;14896;0;34241.23;34188.21;128.73;0;0;34059.48;2889.448;877.339991;34059.48;20076.43;20076.43;405.83;42.62;935529.0947
125;0;2861287;2314986;15320703;217226;112619;280737;18181990;3875.19;2879458;15298656.81;7205606;18178114.81;2409651;13574963;-24567;13574803.48;24019;351322.62;13247499.86;13222932.86;45268;6387684;6387684;13177664.86;28915.911;1514789.843;13177664.86;19345975;19345975;3361361;159.52;22046.19
126;0;348539;348539;1081739;532892;267366;51412;1430278;1223605;0;206673;155264;206673;313648;1372835;-3.35;1372791.76;2048;0;1374839.76;1374836.41;15014;0;0;1359822.41;5398.26;-34166.2364;1359822.41;2293036;2293036;606553;43.24;875066
127;0;2168483;2168483;3910237;81192;3089727;739318;6078720;1318832.294;651148;4108739.706;489444;4759887.706;2827.08;11561383.92;-199261;11560460.19;7612;200801.046;11367271.14;11168010.14;16221;0.40055945;2308058;11151789.14;78367.708;-272283.44;11151789.14;13614172;13614172;2049961;923.73;-198502.706
128;0;1382965;332799;1245267;305025;598325;341917;2628232;565010;32615;2030607;1482882;2063222;649371;6177408;5830;6085252;202445;3626.766;6284070.234;6289900.234;11520;0.097256686;54951;6278380.234;61545.06;679307.265;6278380.234;7464915;7464915;638136;92156;-785340
129;0;611797;42859;40192;18761;7.8;9985;651989;168213.162;183713;300062.838;0;483775.838;39295;54026.7;0.16;33951.7;0.00936;6781.596;27170.11336;27170.27336;3259;0.160843093;73713;23911.27336;1357.96;4978.11513;23911.27336;113396.7;30974;20075;20075;-259870.838
130;0;811.02;687.57;2750.82;1008.47;81.76;1660.59;3561.84;438.49;346.21;2777.14;199.98;3123.35;490.63;1368.6598;61.67;1326.6298;76.81;15.20596;1388.23384;1449.90384;45.93;0.78813656;345.59;1403.97384;272.33676;33.71516568;1403.97384;2906.4798;1775.64;1047.19;42.03;-26.32
131;0;109112768;14156109;34560215;36189;0;0;143672983;79714885;0;63958098;63958098;63958098;8811656;26072025;0;24569877;0.27397;0;24569877.27;24569877.27;0;0;0;24569877.27;0;2739517.437;24569877.27;38639174;38639174;3755493;1502148;-29397883
132;0;161306303;161104718;33071817;1922992;0;11033;194378120;80075596;705;114301819;6246544;114302524;34466153;-45702051;6954126;-71660713;0.00203;766414.115;-72427127.11;-65473001.11;-4079316;10794565;10794565;-61393685.11;2316.93;486064.7056;-61393685.11;5678326;108470281;16914224;25958662;-81230002
133;0;51064943;21557251;26520292;59039;0;4676;77585235;61110926;11348464;5125845;0;16474309;1408502;3274494;0;1126813;0;1550724.353;-423911.353;-423911.353;-724888.4136;0.261603776;15986849;300977.0606;701.4;232744.9012;300977.0606;4682996;75;0;2147681;21394447
134;0;108234;96214;798689;0.204;631191;49127;906923;229451.519;0;677471.481;162.23;677471.481;123484;353127.06;-0.01995;348302.06;0;19985.032;328317.028;328317.0081;2056;0.36709556;186776;326261.0081;10955.321;62939.7054;326261.0081;699330.06;969.44;222719;4825;121217.519
135;0;44861652;44861652;18580474;7825339;111893;4972078;63442126;26458692;36469275;514159;0;36983434;8293849;22561557.48;-316.82;18732656.48;173059;4253094.91;14652620.57;14652303.75;1448577;36983434;36983434;13203726.75;785588.324;-388488.5326;13203726.75;40467555.48;30345861;9612149;3828901;18066315
136;0;3492.43;1931.57;1488.39;302.78;72.13;42.83;4980.82;4334.02;105.35;541.45;406.34;646.8;2227.7;5466.1446;14.66;5103.5446;1.27;14.31085;5090.50375;5105.16375;9.37;0.041797223;181.15;5095.79375;8.1377;651.9895809;5095.79375;9804.3546;5804.11;2110.51;362.6;946.94
137;0;2128764;2128764;1998609;23391;0;1975218;4127373;568.5;201;4126603.5;0.086;4126804.5;52795;16615;-33092;-78412;0;23859.478;-102271.478;-135363.478;-10999;0.432671944;245974;-124364.478;209373.108;6406.543;-124364.478;69410;175;0;95027;-2127994.5
138;0;28237553;26326313;22319456;6647.09;196022;9445938;50557009;3701932;26487379;20367698;1407206;46855077;5322.75;14145137.25;207265;12251359.25;1125699;2383117.534;10993940.72;11201205.72;359518;27710669;27710669;10841687.72;1407444.762;-83072.7252;10841687.72;23075757;23075757;8925297;1893778;1951758
139;0;444427353;424697527;346157228;0.18694;0;232598025;790584581;101022517;373816659;315745405;2768882;689562064;18361298;23855833.8;8013849;2024562.8;16294364;10195746.12;8123180.68;16137029.68;1436969;182066895;182066895;14700060.68;41867644.5;4599572.166;14700060.68;65708173.8;1383.09;23491042;21831271;30411823
140;0;40720246;31875202;134771318;8949953;101042899;0;175491564;125191928;168646;50130990;41724907;50299636;19280393;162409559;2514767;158017275;132641;386679.818;157763236.2;160278003.2;1686461;0.067145567;8406083;158591542.2;0;-4156667.069;158591542.2;256584387;256584387;74894435;4392284;84640328
141;0;64887;37.69;32108.85;17628;45.85;14435;96995.85;45982;66367;21407.45159;0;51013.85;103823;322968;0;322962.0827;0;3877.0526;319085.0301;319085.0301;15.49;51013.85;51013.85;319069.5401;1905.42;49939.71;319069.5401;587526;587526;160735;5.91733;10701.39841
142;0;269039;122701;184142;756;4432;51148;453181;172959;63667;216555;148151;280222;195494;159933.96;-30131;146908.96;5876;1622.064;151162.896;121031.896;-681;0.099769309;17256;121712.896;11201.412;-1501.497648;121712.896;395130.96;350242;39703;13025;-32413
143;0;795643531;795238502;63324655;61113147;197571;569296;858968186;707688951;0;151279235;45465916;151279235;57336504;171385973.5;0;167166664.5;895753;12629282.76;155433134.7;155433134.7;363163;0.148715086;105244023;155069971.7;136631.04;4837138.744;155069971.7;355671966.5;278641313;126949489;4219309;-87954580
144;0;70363288;70363288;332672938;20952031;97957981;21171338;403036226;131554424;66188131;205293671;168673971;271481802;84611982;112133188.9;5019957;109809802.9;0.27889;4819491.892;104990311.3;110010268.3;3329712;0.48203903;63414367;106680556.3;2794616.616;13292170.71;106680556.3;234017089.9;70043193;37271919;2323386;127379267
145;0;105590571;104982477;106042602;17407939;21055919;2069909;211633173;140597098;45974904;25061171;21673229;71036075;12472771;88080183;-0.85403;82663567;0.69716;2484371.013;80179196.68;80179195.83;0.65541;0.256089048;36005377;80179195.17;409841.982;10288895.32;80179195.17;103614253;103614253;3061299;5416616;80981431
146;0;787050606;484872782;1200285;782281;15762;0.00322;788250891;173415196;21;614835674;1772356;614835695;19692378;14983655.4;-4590592;11690726.4;0.01487;0;11690726.41;7100134.415;594917;0;0;6505217.415;0.00079212;3456229.846;6505217.415;39956414.4;2852942;5280381;3292929;-613635389
147;0;561772121;520583859;174913143;110953912;10870924;0;736685264;389875297;255161194;91648773;48371556;346809967;134762156;261671459.8;0;251818652.8;319547;25864390.44;226273809.3;226273809.3;5099824;0.587081081;228888411;221173985.3;0;56009322.23;221173985.3;625104042.8;588424931;228670427;9852807;83264370
148;0;6454354;6454354;99896731;10506731;0;7015549;106351085;25949664.74;0;80401420.26;0.31215;80401420.26;10469447;74719340;-1224922;71125196;0;0;71125196;69900274;23344824;0;0;46555450;708570.449;7336393.648;46555450;89250531;89250531;4061744;3594144;19495310.74
149;0;194033085;80478083;56874472;49109896;7764576;0;250907557;29607091.73;255221;221045244.3;80986598;221300465.3;47060358;198473472;0;191931609;2987006;215462.88;194703152.1;194703152.1;1958289;0.00571658;2244405;192744863.1;0;30231847.18;192744863.1;333316948;333316948;87783118;6541863;-164170772.3
150;0;1030932;1011332;6725165;-410138;6934395;200908;7756097;1155.23;6830039;924902.77;61746;7754941.77;230738;1216378;155746;1175027;6333;151299.966;1030060.034;1185806.034;14322;2966666;2966666;1171484.034;22099.88;2950.3675;1171484.034;1552825;2915002;105709;41351;5800262.23
151;0;507951;305576;896208;5038;782518;21868;1404159;632565;443322;328272;210491;771594;142931;213216.08;0;213171.89;0.574;43138.88;170033.584;170033.584;16706;0.852459431;539236;153327.584;3258.332;21620.11051;153327.584;593959.08;1059.21;237812;44.19;567936
152;0;2379478;44644;9548369;474712;7070858;1582187;11927847;3256302.231;8584985;86559.769;83097.37824;8671544.769;259048;71636458;-0.761;71613776;60173;877456.175;70796492.83;70796492.06;135568;8200525;8200525;70660924.06;254732.107;7184006.194;70660924.06;71984030;107088802;88524;22682;9461809.231
153;0;876269289;842041429;281839078;201819346;28621448;51398284;1158108367;980600421;115839183;61668763;7972321;177507946;104258351;271164175;-190126;213018362;212105;7207307.784;206023159.2;205833033.2;2077836;0.102081842;100101497;203755197.2;11461817.33;35175457.36;203755197.2;558340593;558340593;182918067;58145813;220170315
154;0;6997482;6997482;308539;56465;84787;119.17;7306021;230313;2698419;4377289;52015;7075708;477945;815066;-0.888;673248;5393;28289.453;650351.547;650350.659;26156;398443;398443;624194.659;24.19151;113982.2061;624194.659;1871629;1871629;578618;141818;-4068750
155;0;187834709;158812917;6317674;3589892;20052;696086;194152383;137328633;1337257;55486493;3649032;56823750;40757944;121851513.1;0;91872437.11;0.0069;614399.552;91258037.56;91258037.56;1926616;0.046123054;6334016;89331421.56;130168.082;7778706.191;89331421.56;203631052.1;148218927;41021595;29979076;-49168819
156;0;1987.26;1980.62;388.77;12.68;0;367.22;2376.03;1996.24;-11.03;390.82;23.69;379.79;463.02;693.4554;5.45;601.8554;0.98;0;602.8354;608.2854;0;0;0;608.2854;38.19088;19.70884302;608.2854;1744.1454;1452.99;587.67;91.6;-2.05
157;0;20562763;7530957;1624738;236569;11793;1376376;22187501;7496762;11641487;3049252;131133;14690739;2247301;5993614.18;-24502;5107275.18;703486;1175536.344;4635224.836;4610722.836;118505;10133934;10133934;4492217.836;337212.12;998760.311;4492217.836;10568892.18;6367.41;2327977;886339;-1424514
158;0;11392468;11392468;17186696;1700998;0;2925755;28579164;5117656;1205458;22256050;8481173;23461508;15332462;43166173.14;0;41136687.14;0.00437;119340.342;41017346.8;41017346.8;915511;1205458;1205458;40101835.8;687552.425;2568068.625;40101835.8;72136759.14;37664712;13638124;2029486;-5069354
159;0;57922119;0;55097954;54191338;0;0;113020073;25655556.57;81641929;5722587.429;339926;87364516.43;6337665;9443120.85;0;9443120.85;13517871;0;22960991.85;22960991.85;1678789;0;0;21282202.85;0;88372.40076;21282202.85;15780785.85;0;0;0;49375366.57
160;0;379175224;379175224;26995461;0;0;26995461;406170685;258077516;6307556;141785613;25166017;148093169;3059702;81999878;-0.792;52754209;0;31061.551;52723147.45;52723146.66;6975769;0.022708952;586067;45747377.66;3158468.937;2463236.162;45747377.66;90560153;90560153;5500573;29245669;-114790152
161;0;4855533;4766.78;965487;290988;38936;635563;5821020;1364482.665;0;4456537.335;35.54;4456537.335;1961998;3660753.6;0;3660232.55;0.06706;42735.882;3617496.735;3617496.735;253146;0.259139802;1017521;3364350.735;146815.053;-132169.1213;3364350.735;7639833.6;6279644;2017082;521.05;-3491050.335
